id,focus,signal,slack,drag,confidence,score,lane
l001,retry load,35,33,6,25,129,watch
l002,worker slack,35,34,6,55,190,ship
l003,session drift,35,35,6,85,251,ship
l004,queue pressure,35,36,18,25,84,hold
l005,retry load,35,37,18,55,145,watch
l006,worker slack,35,38,18,85,206,ship
l007,session drift,35,39,34,25,23,hold
l008,queue pressure,35,40,34,55,84,hold
l009,retry load,35,41,34,85,145,watch
l010,worker slack,60,42,6,25,188,ship
l011,session drift,60,43,6,55,249,ship
l012,queue pressure,60,44,6,85,310,ship
l013,retry load,60,45,18,25,143,watch
l014,worker slack,60,46,18,55,204,ship
l015,session drift,60,47,18,85,265,ship
l016,queue pressure,60,48,34,25,82,hold
l017,retry load,60,32,34,55,126,watch
l018,worker slack,60,33,34,85,187,ship
l019,session drift,85,34,6,25,230,ship
l020,queue pressure,85,35,6,55,291,ship
l021,retry load,85,36,6,85,352,ship
l022,worker slack,85,37,18,25,185,ship
l023,session drift,85,38,18,55,246,ship
l024,queue pressure,85,39,18,85,307,ship
l025,retry load,85,40,34,25,124,watch
l026,worker slack,85,41,34,55,185,ship
l027,session drift,85,42,34,85,246,ship
